id,PBS_001_RAW,PBS_002_RAW,PBS_003_RAW,PBS_004_RAW,PBS_005_RAW,PBS_006_RAW,PBS_007_RAW,PBS_008_RAW,PBS_009_RAW,PBS_010_RAW,PBS_011_RAW,PBS_012_RAW,PBS_013_RAW,PBS_014_RAW,PBS_015_RAW,PBS_016_RAW,PBS_017_RAW,PBS_018_RAW,PBS_019_RAW,PBS_020_RAW,PBS_021_RAW,PBS_022_RAW,PBS_023_RAW,PBS_024_RAW,PBS_025_RAW,PBS_026_RAW,PBS_001_DIR,PBS_002_DIR,PBS_003_DIR,PBS_004_DIR,PBS_005_DIR,PBS_006_DIR,PBS_007_DIR,PBS_008_DIR,PBS_009_DIR,PBS_010_DIR,PBS_011_DIR,PBS_012_DIR,PBS_013_DIR,PBS_014_DIR,PBS_015_DIR,PBS_016_DIR,PBS_017_DIR,PBS_018_DIR,PBS_019_DIR,PBS_020_DIR,PBS_021_DIR,PBS_022_DIR,PBS_023_DIR,PBS_024_DIR,PBS_025_DIR,PBS_026_DIR,PBS_RAW_NA,PBS_DIR_NA,PBS_CreenciasReligiosasTradicionales_DIRd,PBS_psi_DIRd,PBS_brujeria_DIRd,PBS_supersticion_DIRd,PBS_espiritismo_DIRd,PBS_FormasVidaExtraordinaria_DIRd,PBS_precognicion_DIRd,PBS_DIRt
4xyj6fx8w9,7 Muy de acuerdo,3 Un poco en desacuerdo,5 Un poco de acuerdo,1 Muy en desacuerdo,3 Un poco en desacuerdo,1 Muy en desacuerdo,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,2 Moderadamente en desacuerdo,4 No sé / No tengo certeza,2 Moderadamente en desacuerdo,5 Un poco de acuerdo,7 Muy de acuerdo,2 Moderadamente en desacuerdo,5 Un poco de acuerdo,1 Muy en desacuerdo,6 Moderadamente de acuerdo,6 Moderadamente de acuerdo,5 Un poco de acuerdo,2 Moderadamente en desacuerdo,4 No sé / No tengo certeza,4 No sé / No tengo certeza,4 No sé / No tengo certeza,3 Un poco en desacuerdo,5 Un poco de acuerdo,3 Un poco en desacuerdo,7,3,5,1,3,1,1,2,2,4,2,5,7,2,5,1,6,6,5,2,4,4,4,3,5,3,0,0,4.5,2.5,4.5,3,4.5,3.3333333333333335,2.5,3.576923076923077
5hy23ac493,2 Moderadamente en desacuerdo,5 Un poco de acuerdo,5 Un poco de acuerdo,5 Un poco de acuerdo,6 Moderadamente de acuerdo,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,5 Un poco de acuerdo,3 Un poco en desacuerdo,7 Muy de acuerdo,4 No sé / No tengo certeza,2 Moderadamente en desacuerdo,3 Un poco en desacuerdo,5 Un poco de acuerdo,2 Moderadamente en desacuerdo,2 Moderadamente en desacuerdo,2 Moderadamente en desacuerdo,4 No sé / No tengo certeza,2 Moderadamente en desacuerdo,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,2 Moderadamente en desacuerdo,4 No sé / No tengo certeza,7 Muy de acuerdo,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,2,5,5,5,6,1,2,5,3,7,4,2,3,5,2,2,2,4,2,1,2,2,4,7,1,2,0,0,2.75,3.5,5.25,4.333333333333333,2.75,1.6666666666666667,2.75,3.3076923076923075
5jwndyfo63,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,4 No sé / No tengo certeza,3 Un poco en desacuerdo,1 Muy en desacuerdo,1 Muy en desacuerdo,4 No sé / No tengo certeza,5 Un poco de acuerdo,5 Un poco de acuerdo,5 Un poco de acuerdo,1 Muy en desacuerdo,3 Un poco en desacuerdo,7 Muy de acuerdo,4 No sé / No tengo certeza,1 Muy en desacuerdo,4 No sé / No tengo certeza,5 Un poco de acuerdo,6 Moderadamente de acuerdo,6 Moderadamente de acuerdo,1 Muy en desacuerdo,4 No sé / No tengo certeza,4 No sé / No tengo certeza,1 Muy en desacuerdo,3 Un poco en desacuerdo,1 Muy en desacuerdo,6 Moderadamente de acuerdo,1,2,4,3,1,1,4,5,5,5,1,3,7,4,1,4,5,6,6,1,4,4,7,3,1,6,0,0,2.75,4.5,4.25,3.3333333333333335,2.75,3,4.5,3.6153846153846154
5lh5jn8ogo,6 Moderadamente de acuerdo,4 No sé / No tengo certeza,2 Moderadamente en desacuerdo,2 Moderadamente en desacuerdo,5 Un poco de acuerdo,7 Muy de acuerdo,3 Un poco en desacuerdo,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,2 Moderadamente en desacuerdo,2 Moderadamente en desacuerdo,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,7 Muy de acuerdo,4 No sé / No tengo certeza,6 Moderadamente de acuerdo,1 Muy en desacuerdo,7 Muy de acuerdo,6 Moderadamente de acuerdo,4 No sé / No tengo certeza,4 No sé / No tengo certeza,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,7 Muy de acuerdo,2 Moderadamente en desacuerdo,5 Un poco de acuerdo,6,4,2,2,5,7,3,3,6,2,2,1,2,7,4,6,1,7,6,4,4,3,2,7,2,5,0,0,4,4.5,3,3.6666666666666665,3.5,4.333333333333333,4.75,3.9615384615384617
5pq1892xr2,4 No sé / No tengo certeza,5 Un poco de acuerdo,7 Muy de acuerdo,1 Muy en desacuerdo,7 Muy de acuerdo,7 Muy de acuerdo,5 Un poco de acuerdo,6 Moderadamente de acuerdo,5 Un poco de acuerdo,5 Un poco de acuerdo,7 Muy de acuerdo,2 Moderadamente en desacuerdo,6 Moderadamente de acuerdo,5 Un poco de acuerdo,1 Muy en desacuerdo,5 Un poco de acuerdo,4 No sé / No tengo certeza,5 Un poco de acuerdo,2 Moderadamente en desacuerdo,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,6 Moderadamente de acuerdo,4 No sé / No tengo certeza,5 Un poco de acuerdo,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,4,5,7,1,7,7,5,6,5,5,7,2,6,5,1,5,4,5,2,3,6,6,4,5,3,6,0,0,4.25,4.75,5.25,4.333333333333333,3.5,5.333333333333333,5.5,4.6923076923076925
5ze99wwyzg,5 Un poco de acuerdo,7 Muy de acuerdo,6 Moderadamente de acuerdo,5 Un poco de acuerdo,3 Un poco en desacuerdo,1 Muy en desacuerdo,3 Un poco en desacuerdo,3 Un poco en desacuerdo,5 Un poco de acuerdo,6 Moderadamente de acuerdo,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,3 Un poco en desacuerdo,1 Muy en desacuerdo,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,1 Muy en desacuerdo,4 No sé / No tengo certeza,3 Un poco en desacuerdo,3 Un poco en desacuerdo,4 No sé / No tengo certeza,5 Un poco de acuerdo,4 No sé / No tengo certeza,6 Moderadamente de acuerdo,5 Un poco de acuerdo,4 No sé / No tengo certeza,5,7,6,5,3,1,3,3,5,6,3,6,3,1,1,2,1,4,3,3,4,5,4,6,5,4,0,0,3.5,4.5,4.75,4,4.25,2.3333333333333335,3,3.8076923076923075
721nldl3hk,5 Un poco de acuerdo,3 Un poco en desacuerdo,7 Muy de acuerdo,6 Moderadamente de acuerdo,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,1 Muy en desacuerdo,6 Moderadamente de acuerdo,5 Un poco de acuerdo,3 Un poco en desacuerdo,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,1 Muy en desacuerdo,5 Un poco de acuerdo,3 Un poco en desacuerdo,5 Un poco de acuerdo,2 Moderadamente en desacuerdo,6 Moderadamente de acuerdo,2 Moderadamente en desacuerdo,5 Un poco de acuerdo,6 Moderadamente de acuerdo,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,6 Moderadamente de acuerdo,1 Muy en desacuerdo,4 No sé / No tengo certeza,5,3,7,6,1,2,1,6,5,3,3,6,1,5,3,5,2,6,2,5,6,3,2,6,1,4,0,0,4.25,3.75,4.5,5,2.5,2.6666666666666665,4,3.8076923076923075
7b3vrfl7yx,5 Un poco de acuerdo,7 Muy de acuerdo,7 Muy de acuerdo,7 Muy de acuerdo,2 Moderadamente en desacuerdo,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,2 Moderadamente en desacuerdo,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,4 No sé / No tengo certeza,6 Moderadamente de acuerdo,5 Un poco de acuerdo,1 Muy en desacuerdo,4 No sé / No tengo certeza,2 Moderadamente en desacuerdo,3 Un poco en desacuerdo,3 Un poco en desacuerdo,5 Un poco de acuerdo,2 Moderadamente en desacuerdo,1 Muy en desacuerdo,3 Un poco en desacuerdo,4 No sé / No tengo certeza,2 Moderadamente en desacuerdo,4 No sé / No tengo certeza,3 Un poco en desacuerdo,5,7,7,7,2,1,2,2,1,2,4,6,5,1,4,2,3,3,5,2,1,3,4,2,4,3,0,0,3.5,3.5,3.5,4.666666666666667,4.25,2.6666666666666665,1.75,3.3846153846153846
7dsu96rh9s,7 Muy de acuerdo,5 Un poco de acuerdo,6 Moderadamente de acuerdo,7 Muy de acuerdo,5 Un poco de acuerdo,1 Muy en desacuerdo,5 Un poco de acuerdo,6 Moderadamente de acuerdo,6 Moderadamente de acuerdo,4 No sé / No tengo certeza,4 No sé / No tengo certeza,5 Un poco de acuerdo,2 Moderadamente en desacuerdo,1 Muy en desacuerdo,7 Muy de acuerdo,5 Un poco de acuerdo,7 Muy de acuerdo,6 Moderadamente de acuerdo,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,3 Un poco en desacuerdo,2 Moderadamente en desacuerdo,2 Moderadamente en desacuerdo,5 Un poco de acuerdo,2 Moderadamente en desacuerdo,6 Moderadamente de acuerdo,7,5,6,7,5,1,5,6,6,4,4,5,2,1,7,5,7,6,3,6,3,2,6,5,2,6,0,0,5.5,5.5,5.5,5.666666666666667,3.75,3,3.75,4.6923076923076925
7mr0sg6y83,3 Un poco en desacuerdo,4 No sé / No tengo certeza,6 Moderadamente de acuerdo,1 Muy en desacuerdo,5 Un poco de acuerdo,2 Moderadamente en desacuerdo,5 Un poco de acuerdo,6 Moderadamente de acuerdo,6 Moderadamente de acuerdo,2 Moderadamente en desacuerdo,7 Muy de acuerdo,2 Moderadamente en desacuerdo,4 No sé / No tengo certeza,4 No sé / No tengo certeza,1 Muy en desacuerdo,1 Muy en desacuerdo,4 No sé / No tengo certeza,5 Un poco de acuerdo,6 Moderadamente de acuerdo,4 No sé / No tengo certeza,7 Muy de acuerdo,6 Moderadamente de acuerdo,1 Muy en desacuerdo,3 Un poco en desacuerdo,4 No sé / No tengo certeza,7 Muy de acuerdo,3,4,6,1,5,2,5,6,6,2,7,2,4,4,1,1,4,5,6,4,7,6,7,3,4,7,0,0,4,4.5,3.75,4.333333333333333,4.25,3.3333333333333335,5.75,4.3076923076923075
7pbuln5m01,7 Muy de acuerdo,6 Moderadamente de acuerdo,2 Moderadamente en desacuerdo,5 Un poco de acuerdo,2 Moderadamente en desacuerdo,7 Muy de acuerdo,7 Muy de acuerdo,5 Un poco de acuerdo,7 Muy de acuerdo,1 Muy en desacuerdo,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,1 Muy en desacuerdo,7 Muy de acuerdo,7 Muy de acuerdo,5 Un poco de acuerdo,4 No sé / No tengo certeza,2 Moderadamente en desacuerdo,6 Moderadamente de acuerdo,4 No sé / No tengo certeza,5 Un poco de acuerdo,5 Un poco de acuerdo,1 Muy en desacuerdo,4 No sé / No tengo certeza,4 No sé / No tengo certeza,4 No sé / No tengo certeza,7,6,2,5,2,7,7,5,7,1,1,2,1,7,7,5,4,2,6,4,5,5,7,4,4,4,0,0,6,6.25,2.75,2.6666666666666665,3.5,4,5.75,4.5
7vxgxt0rc5,4 No sé / No tengo certeza,1 Muy en desacuerdo,5 Un poco de acuerdo,2 Moderadamente en desacuerdo,3 Un poco en desacuerdo,7 Muy de acuerdo,6 Moderadamente de acuerdo,7 Muy de acuerdo,5 Un poco de acuerdo,2 Moderadamente en desacuerdo,2 Moderadamente en desacuerdo,6 Moderadamente de acuerdo,2 Moderadamente en desacuerdo,6 Moderadamente de acuerdo,4 No sé / No tengo certeza,3 Un poco en desacuerdo,2 Moderadamente en desacuerdo,3 Un poco en desacuerdo,2 Moderadamente en desacuerdo,1 Muy en desacuerdo,6 Moderadamente de acuerdo,1 Muy en desacuerdo,6 Moderadamente de acuerdo,6 Moderadamente de acuerdo,2 Moderadamente en desacuerdo,2 Moderadamente en desacuerdo,4,1,5,2,3,7,6,7,5,2,2,6,2,6,4,3,2,3,2,1,6,1,2,6,2,2,0,0,4,2.75,3.75,2.3333333333333335,3.25,3.3333333333333335,5,3.5384615384615383
7z8bcdbqgl,2 Moderadamente en desacuerdo,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,2 Moderadamente en desacuerdo,5 Un poco de acuerdo,7 Muy de acuerdo,2 Moderadamente en desacuerdo,3 Un poco en desacuerdo,5 Un poco de acuerdo,4 No sé / No tengo certeza,6 Moderadamente de acuerdo,4 No sé / No tengo certeza,3 Un poco en desacuerdo,5 Un poco de acuerdo,5 Un poco de acuerdo,4 No sé / No tengo certeza,4 No sé / No tengo certeza,1 Muy en desacuerdo,6 Moderadamente de acuerdo,7 Muy de acuerdo,7 Muy de acuerdo,4 No sé / No tengo certeza,3 Un poco en desacuerdo,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,6 Moderadamente de acuerdo,2,3,6,2,5,7,2,3,5,4,6,4,3,5,5,4,4,1,6,7,7,4,5,3,6,6,0,0,3.5,4.25,4.25,3,5.25,5.666666666666667,5,4.423076923076923
8evkdzrlyq,5 Un poco de acuerdo,4 No sé / No tengo certeza,5 Un poco de acuerdo,6 Moderadamente de acuerdo,2 Moderadamente en desacuerdo,5 Un poco de acuerdo,7 Muy de acuerdo,3 Un poco en desacuerdo,5 Un poco de acuerdo,1 Muy en desacuerdo,3 Un poco en desacuerdo,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,7 Muy de acuerdo,4 No sé / No tengo certeza,1 Muy en desacuerdo,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,4 No sé / No tengo certeza,1 Muy en desacuerdo,6 Moderadamente de acuerdo,4 No sé / No tengo certeza,5 Un poco de acuerdo,2 Moderadamente en desacuerdo,2 Moderadamente en desacuerdo,4 No sé / No tengo certeza,5,4,5,6,2,5,7,3,5,1,3,1,2,7,4,1,3,6,4,1,6,4,3,2,2,4,0,0,4,3.25,2.75,5,2.25,2.6666666666666665,6,3.6923076923076925
8g2ukdmqya,2 Moderadamente en desacuerdo,2 Moderadamente en desacuerdo,1 Muy en desacuerdo,6 Moderadamente de acuerdo,7 Muy de acuerdo,2 Moderadamente en desacuerdo,6 Moderadamente de acuerdo,3 Un poco en desacuerdo,3 Un poco en desacuerdo,7 Muy de acuerdo,1 Muy en desacuerdo,7 Muy de acuerdo,5 Un poco de acuerdo,6 Moderadamente de acuerdo,1 Muy en desacuerdo,3 Un poco en desacuerdo,1 Muy en desacuerdo,5 Un poco de acuerdo,2 Moderadamente en desacuerdo,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,2 Moderadamente en desacuerdo,1 Muy en desacuerdo,5 Un poco de acuerdo,7 Muy de acuerdo,2 Moderadamente en desacuerdo,2,2,1,6,7,2,6,3,3,7,1,7,5,6,1,3,1,5,2,1,2,2,7,5,7,2,0,0,2,3.75,3.5,4,5.75,2.6666666666666665,4,3.6923076923076925
8khkqwrctk,4 No sé / No tengo certeza,4 No sé / No tengo certeza,5 Un poco de acuerdo,5 Un poco de acuerdo,5 Un poco de acuerdo,3 Un poco en desacuerdo,5 Un poco de acuerdo,4 No sé / No tengo certeza,4 No sé / No tengo certeza,4 No sé / No tengo certeza,4 No sé / No tengo certeza,3 Un poco en desacuerdo,7 Muy de acuerdo,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,6 Moderadamente de acuerdo,4 No sé / No tengo certeza,3 Un poco en desacuerdo,3 Un poco en desacuerdo,5 Un poco de acuerdo,4 No sé / No tengo certeza,5 Un poco de acuerdo,5 Un poco de acuerdo,5 Un poco de acuerdo,1 Muy en desacuerdo,1 Muy en desacuerdo,4,4,5,5,5,3,5,4,4,4,4,3,7,3,6,6,4,3,3,5,4,5,3,5,1,1,0,0,4.75,4.25,4.5,4,3,5,3.25,4.076923076923077
8vmbbnagsa,2 Moderadamente en desacuerdo,4 No sé / No tengo certeza,1 Muy en desacuerdo,3 Un poco en desacuerdo,2 Moderadamente en desacuerdo,6 Moderadamente de acuerdo,4 No sé / No tengo certeza,1 Muy en desacuerdo,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,5 Un poco de acuerdo,3 Un poco en desacuerdo,4 No sé / No tengo certeza,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,4 No sé / No tengo certeza,3 Un poco en desacuerdo,1 Muy en desacuerdo,1 Muy en desacuerdo,6 Moderadamente de acuerdo,1 Muy en desacuerdo,4 No sé / No tengo certeza,4 No sé / No tengo certeza,7 Muy de acuerdo,7 Muy de acuerdo,1 Muy en desacuerdo,2,4,1,3,2,6,4,1,1,2,5,3,4,1,2,4,3,1,1,6,1,4,4,7,7,1,0,0,2.25,3.25,3.25,3,3.25,5.333333333333333,1.75,3.076923076923077
90kkx9ja4q,1 Muy en desacuerdo,5 Un poco de acuerdo,6 Moderadamente de acuerdo,5 Un poco de acuerdo,7 Muy de acuerdo,1 Muy en desacuerdo,3 Un poco en desacuerdo,7 Muy de acuerdo,1 Muy en desacuerdo,7 Muy de acuerdo,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,7 Muy de acuerdo,6 Moderadamente de acuerdo,3 Un poco en desacuerdo,7 Muy de acuerdo,6 Moderadamente de acuerdo,6 Moderadamente de acuerdo,7 Muy de acuerdo,4 No sé / No tengo certeza,1 Muy en desacuerdo,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,2 Moderadamente en desacuerdo,5 Un poco de acuerdo,7 Muy de acuerdo,1,5,6,5,7,1,3,7,1,7,3,6,7,6,3,7,6,6,7,4,1,3,2,2,5,7,0,0,3.5,3.75,5.25,4.666666666666667,6.25,4,4.25,4.538461538461538
92vkkqc5mv,2 Moderadamente en desacuerdo,2 Moderadamente en desacuerdo,3 Un poco en desacuerdo,1 Muy en desacuerdo,4 No sé / No tengo certeza,2 Moderadamente en desacuerdo,4 No sé / No tengo certeza,7 Muy de acuerdo,2 Moderadamente en desacuerdo,2 Moderadamente en desacuerdo,7 Muy de acuerdo,6 Moderadamente de acuerdo,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,7 Muy de acuerdo,4 No sé / No tengo certeza,1 Muy en desacuerdo,6 Moderadamente de acuerdo,4 No sé / No tengo certeza,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,7 Muy de acuerdo,7 Muy de acuerdo,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,6 Moderadamente de acuerdo,2,2,3,1,4,2,4,7,2,2,7,6,3,6,7,4,1,6,4,3,6,7,1,3,6,6,0,0,5.75,2.25,2.25,4.666666666666667,5,2.6666666666666665,5.5,4.038461538461538
96zsxy7sba,4 No sé / No tengo certeza,6 Moderadamente de acuerdo,6 Moderadamente de acuerdo,7 Muy de acuerdo,2 Moderadamente en desacuerdo,5 Un poco de acuerdo,5 Un poco de acuerdo,3 Un poco en desacuerdo,2 Moderadamente en desacuerdo,4 No sé / No tengo certeza,1 Muy en desacuerdo,5 Un poco de acuerdo,1 Muy en desacuerdo,6 Moderadamente de acuerdo,3 Un poco en desacuerdo,4 No sé / No tengo certeza,2 Moderadamente en desacuerdo,3 Un poco en desacuerdo,1 Muy en desacuerdo,1 Muy en desacuerdo,6 Moderadamente de acuerdo,6 Moderadamente de acuerdo,4 No sé / No tengo certeza,2 Moderadamente en desacuerdo,4 No sé / No tengo certeza,1 Muy en desacuerdo,4,6,6,7,2,5,5,3,2,4,1,5,1,6,3,4,2,3,1,1,6,6,4,2,4,1,0,0,4,4,3.5,3.6666666666666665,3,2.3333333333333335,4.5,3.6153846153846154
9k2579rrx7,2 Moderadamente en desacuerdo,6 Moderadamente de acuerdo,1 Muy en desacuerdo,7 Muy de acuerdo,3 Un poco en desacuerdo,1 Muy en desacuerdo,5 Un poco de acuerdo,1 Muy en desacuerdo,3 Un poco en desacuerdo,1 Muy en desacuerdo,5 Un poco de acuerdo,5 Un poco de acuerdo,7 Muy de acuerdo,1 Muy en desacuerdo,6 Moderadamente de acuerdo,1 Muy en desacuerdo,7 Muy de acuerdo,4 No sé / No tengo certeza,7 Muy de acuerdo,1 Muy en desacuerdo,1 Muy en desacuerdo,4 No sé / No tengo certeza,5 Un poco de acuerdo,2 Moderadamente en desacuerdo,6 Moderadamente de acuerdo,5 Un poco de acuerdo,2,6,1,7,3,1,5,1,3,1,5,5,7,1,6,1,7,4,7,1,1,4,3,2,6,5,0,0,3.25,3.25,2.75,5.333333333333333,5.25,3,3,3.6538461538461537
9vs3bc7s4y,5 Un poco de acuerdo,5 Un poco de acuerdo,7 Muy de acuerdo,7 Muy de acuerdo,4 No sé / No tengo certeza,7 Muy de acuerdo,1 Muy en desacuerdo,6 Moderadamente de acuerdo,5 Un poco de acuerdo,3 Un poco en desacuerdo,4 No sé / No tengo certeza,6 Moderadamente de acuerdo,6 Moderadamente de acuerdo,5 Un poco de acuerdo,7 Muy de acuerdo,6 Moderadamente de acuerdo,1 Muy en desacuerdo,7 Muy de acuerdo,6 Moderadamente de acuerdo,2 Moderadamente en desacuerdo,5 Un poco de acuerdo,7 Muy de acuerdo,5 Un poco de acuerdo,2 Moderadamente en desacuerdo,6 Moderadamente de acuerdo,1 Muy en desacuerdo,5,5,7,7,4,7,1,6,5,3,4,6,6,5,7,6,1,7,6,2,5,7,3,2,6,1,0,0,6.25,4.75,3.25,6,5.5,5,3,4.769230769230769
aa8r46b3ux,1 Muy en desacuerdo,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,7 Muy de acuerdo,7 Muy de acuerdo,2 Moderadamente en desacuerdo,7 Muy de acuerdo,7 Muy de acuerdo,5 Un poco de acuerdo,7 Muy de acuerdo,7 Muy de acuerdo,1 Muy en desacuerdo,4 No sé / No tengo certeza,6 Moderadamente de acuerdo,1 Muy en desacuerdo,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,2 Moderadamente en desacuerdo,7 Muy de acuerdo,6 Moderadamente de acuerdo,6 Moderadamente de acuerdo,5 Un poco de acuerdo,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,5 Un poco de acuerdo,2 Moderadamente en desacuerdo,1,3,6,7,7,2,7,7,5,7,7,1,4,6,1,1,2,2,7,6,6,5,5,6,5,2,0,0,3.5,3.5,5.25,5.333333333333333,5,4,5.25,4.538461538461538
ag8zd67dhr,7 Muy de acuerdo,4 No sé / No tengo certeza,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,5 Un poco de acuerdo,3 Un poco en desacuerdo,5 Un poco de acuerdo,2 Moderadamente en desacuerdo,4 No sé / No tengo certeza,7 Muy de acuerdo,3 Un poco en desacuerdo,1 Muy en desacuerdo,5 Un poco de acuerdo,1 Muy en desacuerdo,4 No sé / No tengo certeza,6 Moderadamente de acuerdo,7 Muy de acuerdo,2 Moderadamente en desacuerdo,7 Muy de acuerdo,3 Un poco en desacuerdo,4 No sé / No tengo certeza,4 No sé / No tengo certeza,5 Un poco de acuerdo,1 Muy en desacuerdo,5 Un poco de acuerdo,6 Moderadamente de acuerdo,7,4,1,2,5,3,5,2,4,7,3,1,5,1,4,6,7,2,7,3,4,4,3,1,5,6,0,0,4.25,4.25,4,2.3333333333333335,4.5,3.6666666666666665,4,3.923076923076923
ah7t5bzpf3,2 Moderadamente en desacuerdo,4 No sé / No tengo certeza,1 Muy en desacuerdo,6 Moderadamente de acuerdo,3 Un poco en desacuerdo,1 Muy en desacuerdo,7 Muy de acuerdo,5 Un poco de acuerdo,4 No sé / No tengo certeza,3 Un poco en desacuerdo,6 Moderadamente de acuerdo,2 Moderadamente en desacuerdo,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,5 Un poco de acuerdo,4 No sé / No tengo certeza,5 Un poco de acuerdo,1 Muy en desacuerdo,7 Muy de acuerdo,7 Muy de acuerdo,5 Un poco de acuerdo,5 Un poco de acuerdo,4 No sé / No tengo certeza,4 No sé / No tengo certeza,2 Moderadamente en desacuerdo,6 Moderadamente de acuerdo,2,4,1,6,3,1,7,5,4,3,6,2,1,2,5,4,5,1,7,7,5,5,4,4,2,6,0,0,4.25,4,3.25,4.333333333333333,3.5,3,5,3.923076923076923
aophl7k2k6,5 Un poco de acuerdo,1 Muy en desacuerdo,6 Moderadamente de acuerdo,4 No sé / No tengo certeza,2 Moderadamente en desacuerdo,1 Muy en desacuerdo,3 Un poco en desacuerdo,7 Muy de acuerdo,1 Muy en desacuerdo,7 Muy de acuerdo,7 Muy de acuerdo,7 Muy de acuerdo,2 Moderadamente en desacuerdo,6 Moderadamente de acuerdo,1 Muy en desacuerdo,5 Un poco de acuerdo,6 Moderadamente de acuerdo,5 Un poco de acuerdo,6 Moderadamente de acuerdo,5 Un poco de acuerdo,1 Muy en desacuerdo,4 No sé / No tengo certeza,3 Un poco en desacuerdo,4 No sé / No tengo certeza,7 Muy de acuerdo,7 Muy de acuerdo,5,1,6,4,2,1,3,7,1,7,7,7,2,6,1,5,6,5,6,5,1,4,5,4,7,7,0,0,4.25,3,5.75,5.333333333333333,5.5,2.6666666666666665,4.25,4.423076923076923
b7f4hnqpg2,2 Moderadamente en desacuerdo,2 Moderadamente en desacuerdo,1 Muy en desacuerdo,7 Muy de acuerdo,6 Moderadamente de acuerdo,1 Muy en desacuerdo,1 Muy en desacuerdo,5 Un poco de acuerdo,3 Un poco en desacuerdo,1 Muy en desacuerdo,2 Moderadamente en desacuerdo,4 No sé / No tengo certeza,7 Muy de acuerdo,3 Un poco en desacuerdo,2 Moderadamente en desacuerdo,6 Moderadamente de acuerdo,6 Moderadamente de acuerdo,4 No sé / No tengo certeza,6 Moderadamente de acuerdo,6 Moderadamente de acuerdo,5 Un poco de acuerdo,5 Un poco de acuerdo,1 Muy en desacuerdo,7 Muy de acuerdo,4 No sé / No tengo certeza,5 Un poco de acuerdo,2,2,1,7,6,1,1,5,3,1,2,4,7,3,2,6,6,4,6,6,5,5,7,7,4,5,0,0,3.5,4.5,3.75,4.333333333333333,5,4.666666666666667,3.5,4.153846153846154
bale3xl06k,2 Moderadamente en desacuerdo,1 Muy en desacuerdo,4 No sé / No tengo certeza,2 Moderadamente en desacuerdo,6 Moderadamente de acuerdo,7 Muy de acuerdo,2 Moderadamente en desacuerdo,3 Un poco en desacuerdo,4 No sé / No tengo certeza,4 No sé / No tengo certeza,4 No sé / No tengo certeza,2 Moderadamente en desacuerdo,6 Moderadamente de acuerdo,6 Moderadamente de acuerdo,5 Un poco de acuerdo,4 No sé / No tengo certeza,5 Un poco de acuerdo,3 Un poco en desacuerdo,4 No sé / No tengo certeza,3 Un poco en desacuerdo,3 Un poco en desacuerdo,7 Muy de acuerdo,1 Muy en desacuerdo,3 Un poco en desacuerdo,5 Un poco de acuerdo,1 Muy en desacuerdo,2,1,4,2,6,7,2,3,4,4,4,2,6,6,5,4,5,3,4,3,3,7,7,3,5,1,0,0,4.25,4,4,3,4.25,5.333333333333333,3,3.9615384615384617
